,time,ID,text,score,like,dislike,watch_movie
2803,17.01.27 14:46,hyj1****,졸잼핵잼꿀잼짱짱짱 현빈졸멋 ,9,4,1,TRUE
2804,17.01.27 14:09,헬(sukn****),유해진은 연기가 아니라 그냥 본인 자체 ,10,4,1,TRUE
2805,17.01.27 13:53,sony****,평론가  같은 소리하네  국민이 보고느낀게 진짜 평논이지 ,8,4,1,FALSE
2806,17.01.27 13:29,fast****,재써나나ㅣㅏㅏ재미있습니다 ,8,4,1,TRUE
2807,17.01.27 12:46,show****,극장가서 보기에 무난한 재미있는편인 영화라 생각듭니다 ㅎㅎ ,8,4,1,FALSE
2808,17.01.27 11:42,삐지미(kimy****),대체 뭐가 재밌다는건지?? 이해가 안가는 평들뿐.. 차라리 웃기기라도 하던가... 현빈빠들만 봐야될 영화 ,5,4,1,FALSE
2809,17.01.27 4:11,곽블리(kji9****),재!미!있!어!요! ,5,4,1,TRUE
2810,17.01.27 3:44,HyunJuAn(iiii****),와 현빈 역할 진짜 호감 ㅋㅋㅋ 액션도 되네요 ,8,4,1,TRUE
2811,17.01.27 0:54,rickp code(rk39****),식상한 포맷과 진부한 내용 전개. 전형적인 빈약한 시나리오를 보여준다. 그나마 카체이스신에 공을 들인 느낌과 그로 인한 어느 정도의 시원한 액션감은 주고 있지만 전개의 비약과 개연성의 부재는 몰입의 방해를 줄 정도. 딱 명절용 한국액션영화. ,5,4,1,FALSE
2812,17.01.27 0:23,땡이(vvuj****),아~정말 현빈에게 또 한번 반했어요. 현빈의 액션연기 너무 멋지구요. 영화에 집중도 잘돼서 시간가는 줄 모르고 봤네요. 간간이 윤아의 연기도 귀엽구 아 김주혁도 멋짐^^ 설연휴동안  추천드려요 ,8,4,1,TRUE
2813,17.01.26 16:44,연구원(hoon****),재미있는 영화였어요. ,8,4,1,TRUE
2814,17.01.26 16:18,STRFKR(nesp****),이야기 인물관계 밀도가 허술하니 화려한 액션도 허무하네 ,6,4,1,FALSE
2815,17.01.26 11:49,아저씨발냄새나염(siba****),러닝타임 내내 고구마를 먹으실 수 있으실겁니다 영화 속에서 또 영화와 현실이 나뉘는 현상도 보실 수 있고 동료 배때기에 총알 맞은 건 절대 용서 못하는데 북한 사람 아무렇지도 않게 쏘는 매우 현실적인 유해진의 캐릭터를 볼 수도 있습니다 배우가 아까움 ,2,4,1,FALSE
2816,17.01.26 10:58,다솜사랑(daso****),보고싶은 영화에 주연배우의 무대인사도 경험하고~~행복한 하루 였습니다. 영화도 나름 편안하게 볼수있는 무난한 스토리에 구성을 가지고 있습니다. 남자배우들의 매력을 느낄수있는 영화입니다. ,8,4,1,TRUE
2817,17.01.26 8:22,기리리리리리(wnst****),좋습니답  재밋게밧숨니다 ,7,4,1,TRUE
2818,17.01.26 3:20,지지(skdl****),코믹한 요소가 맘에들었습니다. ,8,4,1,TRUE
2819,17.01.26 0:50,gust****,굿굿 재밋엇슴연기도잘하구용 ,10,4,1,TRUE
2820,17.01.26 0:21,여우비(jyhk****),현빈 유해진  두분다 너무  멋지고 코믹하고심장이 쫄깃쫄깃해지는  영화입니다 ,10,4,1,TRUE
2821,17.01.26 0:20,어훙이(bjs8****),"믿고 보는 유해진, 비주얼에 연기까지 완벽한 현빈완벽하다 ",10,4,1,TRUE
2822,17.01.25 23:47,yang****,오랜만의 영화를 재미 있게 보았네요감동과  케미를 주는 영회네요우리가 실제로북한과 한팀으로 공조할수가 있을까?요 ,10,4,1,TRUE
2823,17.01.25 23:37,ra55****,역시 갓해진...현빈 너무멋있다 ,10,4,1,TRUE
2824,17.01.25 23:36,김효우(hyow****),박진감잇고 재밋엇음 ㅋ ,10,4,1,TRUE
2825,17.01.25 23:36,thak****,부모님이 왕 재밌게 보고오셨음 ,10,4,1,TRUE
2826,17.01.25 23:30,문지연(wldu****),너무 재밌어서 또 보고싶은 영화네요~ ,9,4,1,TRUE
2827,17.01.25 23:29,별명(ajun****),현빈 잘생겼어요~~!!! 영화도 빵빵터졌어요~~ 즐거운시간이었어요ㅋㅋ ,10,4,1,TRUE
2828,17.01.25 23:28,kiwook(dlrl****),간만에 영화보러갔는데 재밌습니다 ,10,4,1,TRUE
2829,17.01.25 23:22,변연진(qusd****),내 기준으로  영화볼때 몇신지 안궁금하면 재밌는영화인데 공조는 시간가는줄 모르고 봤습니다!! 현빈은 너무 멋있는데 연기까지잘해서 더더반했고 유해진은 믿고보는배우!! 김주혁 및 조연들도 다들 연기잘하고 유쾌한 영화였습니다!! 추천!! ,10,4,1,TRUE
2830,17.01.25 17:38,김다혜(rook****),굿굿 배우들 연기도 좋고 기대안하고 봐서 그런지 괜찮음! ,8,4,1,TRUE
2831,17.01.25 17:21,따뜻한봄날(soji****),현빈너무멋져요~연기력도훌륭한데너무잘생기기까지..윤아님에연기가너무재미있었어요~이제배우느낌이확연히납니다~^^ ,7,4,1,TRUE
2832,17.01.25 17:12,물신(chok****),유해진은 진지한 역할을 해도 오히려 웃긴거같아요 ㅋㅋ재미나게 잘봤어요. ,7,4,1,FALSE
2833,17.01.25 16:45,cade****,전반적으로 만족합니다 ,8,4,1,TRUE
2834,17.01.25 15:05,수다리(chdn****),생각보다 재밌게 봤어요ㅋㅋ현빈이 존잘~ ,7,4,1,TRUE
2835,17.01.24 21:51,김은주(kej1****),뻔히 예상되는 내용이예요 별루재미없음 ; ,5,4,1,FALSE
2836,17.01.24 19:26,wsk2****,현빈의 액션이 좋았다 안그렇소 동무? ,8,4,1,TRUE
2837,17.01.24 19:25,맹민석(peop****),현빈 이랑 유혜진 까메오 윤아 너무 재미나게 봤습니다 ,8,4,1,TRUE
2838,17.01.24 16:40,dmsq****,좀 부족한 부분이 있었지만 좋았다 평론가 개새들 말좀가려해라 손가락을 뿌라뿔라 ,9,4,1,FALSE
2839,17.01.24 16:15,도레미(4tkf****),재밌음ㅋㅋ꼭보세요ㅋ ,10,4,1,FALSE
2840,17.01.24 16:11,최고경매가돗돔(maxg****),연기 액션 연출은 굿굿. 현빈 유해진 케미가 예상한대로 좋네요 ㅎㅎ ,9,4,1,FALSE
2841,17.01.24 16:08,jss3****,현빈 역시 나의 현빈님♥유해진 너무 웃기고 구탱이형..너무 무서웠음 아 넘나 재밌게봤음 ,10,4,1,FALSE
2842,17.01.24 15:26,임유정(iioo****),너무재밌어요추천합니다 ,10,4,1,TRUE
2843,17.01.24 15:16,lyjj****,역시 믿고 보는 유해진 현빈 .연기 너무 잘 하심 .멋쪄요 .~♡ ,10,4,1,FALSE
2844,17.01.24 15:00,qo34****,재밌어요 현빈 멋있음~~~~ ,10,4,1,FALSE
2845,17.01.24 14:48,알수없는유성(ahrk****),전체적인 스토리는 뻔할수는 있겠지만중간중간 보여주는 액션과 유머가 적절하게 버무려졌네여저는 재밋게 잘 봤습니다 ,9,4,1,TRUE
2846,17.01.24 14:01,YOONDONGHO(hoho****),잼나게봤음 생각보다 김주혁이 연기가 굿 ,8,4,1,TRUE
2847,17.01.24 13:19,hnr9****,액션은 현빈이 다하고 코믹은 유해진이 다하는 영화결론은 액션과 코믹 둘다 잡은 영화 ~~~ 굿굿굿!!! ,8,4,1,TRUE
2848,17.01.24 8:38,꽃(unzo****),온가족이 즐길수 있는 영화였어요. ,7,4,1,TRUE
2849,17.01.24 3:40,으닝(tndm****),재미있어요~ 이번에 본 영화 중에 젤 낫네요 ,8,4,1,TRUE
2850,17.01.24 2:22,나대박(kss8****),잼있어요 현빈영화  같기도하고.ㅋ ,8,4,1,TRUE
2851,17.01.24 0:13,Aquaris(comc****),부담없이 편하게 보고 온 영화!그리고 이번에도 유해진캐리! ,8,4,1,TRUE
2852,17.01.23 23:40,쭈(jjuk****),어제 공조보고 오늘 더킹봤는데 공조 엄청재밌는거였음 ,10,4,1,FALSE
2853,17.01.23 23:37,송짱군(dand****),더킹 보려다 공조 봣는데ㅋㅋ몰입도도 좋고 너무 재미잇게 잘봤습니다ㅋㅋ유해진 캐웃김ㅋㅋㅋ 현빈은 눈호강 ,10,4,1,FALSE
2854,17.01.23 23:19,마루냥(memo****),와ㅠㅠ 진짜 재밌어요!!!더킹이 예매율 1위에 조인성 나와서 보려다가  공조가 재밌다는 소리가 많아서 봤는데 ㅠㅠ존나 짱 ㅠㅠ현빈 좀 불호였는데 갠적으로 인생배역이였다고 생각합니다! 지루할 틈이없었고 보다가 시계 한번 안쳐다본 영화 정말 오랜만ㅠ ,10,4,1,FALSE
2855,17.01.23 23:18,급전만들기(k407****),현빈 존잘러....ㅋㅋㅋ ,10,4,1,TRUE
2856,17.01.23 22:03,안지혜(agh5****),너무재밌었어요 !!! ,10,4,1,FALSE
2857,17.01.23 19:52,소나기(wind****),배우들의 연기도 생각보다 좋았고 맨몸액션의 완성도도 높았다. 완성도가 뛰어나다고는 하기 힘들지만 가볍게 즐기기에는 좋았던 작품 ,7,4,1,FALSE
2858,17.01.23 19:45,tkdf****,나름 재미재미재지미시시다 ,8,4,1,TRUE
2859,17.01.23 19:24,난데(aisd****),재미가 너무 있음니다. 하지마 이씨 안해 나왔어 빨리해 감사합니다. ,8,4,1,TRUE
2860,17.01.23 19:17,이가탄(qaz8****),여러분 진짜 꼭 봐야합니다 이렇게 또 현빈에게 반하고♡ 진짜 유해진씨가 나오는 영화는 다 재미있네요 짱짱~!! ,10,4,1,FALSE
2861,17.01.23 17:58,unwl****,나름   무난하게 볼만하네요 ,7,4,1,TRUE
2862,17.01.23 17:15,강봉진(xman****),뻔한내용 하지만 북한형사에 생김은 돈주고 봐도 안아깝더라. ,8,4,1,TRUE
2863,17.01.23 16:51,tkdw****,현빈이너무멋있었어요 ,8,4,1,TRUE
2864,17.01.23 16:45,kstu****,재미있게 잘보았습니다!! ,8,4,1,TRUE
2865,17.01.23 16:37,youn****,재밋게 봤어용ㅎㅎㅎ굿 ,8,4,1,TRUE
2866,17.01.23 14:49,이승례(qazw****),윤아가 너무 예쁨 박찬미 딸도 예쁨 ,10,4,1,TRUE
2867,17.01.23 13:08,violet(viol****),현빈과 유해진의 멋진콤비 잘봤어요. 믿고보는 배우들입니다. ,10,4,1,TRUE
2868,17.01.23 13:06,얼짱짝꿍(iksu****),재밌었어요!!!현빈 멋있고 유해진 남자답고~ ,10,4,1,TRUE
2869,17.01.23 12:03,여인협(dlsc****),졵말종말정망정말 재밌어요 ,9,4,1,TRUE
2870,17.01.23 12:02,xtkd****,액션진짜재밋어요!몰입도가 좋아요 ,10,4,1,TRUE
2871,17.01.23 12:02,zxc2****,유해진.현빈 이름값 하네요. 추천 ,9,4,1,TRUE
2872,17.01.23 11:57,sgwi****,중학생아들과 재미있게 봤습니다. 무겁지않고 배우들의 연기도 자연스러워 편하게볼 수있는 영화입니다. ,8,4,1,TRUE
2873,17.01.23 11:57,518d****,현빈 정말 멋있어요!!!   액션씬에 사운드가 너무 좋았읍니다  남자들만 가지고 이런 내용의 영화가 나올수 있구나 좋았읍니다  진한 애정씬이 없어도  감동도 있고 스릴도 있고  오랜만에 보는 영화였는데 감동이 였읍니다  한국 영화 정말 짱이빈다 화이팅 ,7,4,1,TRUE
2874,17.01.23 10:11,우디하디(shst****),ㅋㅋㅋ 한참웃음ㅋㅋㅋ 설에 보모님 모시고 또 봐야지 ,10,4,1,TRUE
2875,17.01.23 10:00,한얼(sman****),배우들 연기때문에 6점이라도 줬다 ,6,4,1,FALSE
2876,17.01.23 9:58,미쓰용(skql****),진짜 기대 안하고 봣는데 현빈은 시간이 지날수록 너무너무 멋있고 유해진은 너무 웃겨요. 두명에 캐미가 환상이에영 ㅎㅎㅎ 짱짱 ,10,4,1,FALSE
2877,17.01.23 1:51,문진규(forh****),뭔가 어디서 많이 본 스토리긴 한데 재밌는건 어쩔 수 없다 ,8,4,1,TRUE
2878,17.01.23 0:52,v0v1****,현빈넘나멋잇음.... 기대보단 별로엿지만 나름 지겹지않게봣어오 ,7,4,1,TRUE
2879,17.01.22 23:06,화이팅(rhy7****),현빈 다시 보게되는 영화 ,10,4,1,TRUE
2880,17.01.22 22:57,nss0****,기대 이상으로 정말 흥미진진하게 잘봤어요.강추입니다.더군다나 영화관도 규모는 작지만 스크린이커서 더 실감나고 재미있었어요 ,10,4,1,TRUE
2881,17.01.22 22:55,진은영(jint****),재미있어요 !다들 연기가 ㄷㄷㄷ ,10,4,1,TRUE
2882,17.01.22 22:52,양정희(cjjh****),역시 믿고보는 유해진 ! ,10,4,1,TRUE
2883,17.01.22 22:48,피터팬처럼살고싶어라(air_****),추천할만한 영화였어 하 ,10,4,1,TRUE
2884,17.01.22 22:45,홍선희(elen****),우와 현빈이 너무 멋있어요 ,10,4,1,TRUE
2885,17.01.22 22:38,에나기녹(edna****),재미있게 잘봤습니다! 현빈 너무 멋짐... ,10,4,1,TRUE
2886,17.01.22 22:33,사랑이(kimy****),나는 더킹보다 더 나은거 같음 ,9,4,1,TRUE
2887,17.01.22 22:09,중형세단(kkh_****),완전현빈을위한영화원빈에게 아저씨가있다면현빈에겐 공조!!! ,10,4,1,TRUE
2888,17.01.22 22:07,haye****,현빈 액션 연기 이렇게 잘할줄이야...너무 멋있었고 긴장감있어서 좋았습니다 유해진씨 가족들이랑 같이 나오는 장면에서는 따뜻함을 느낄 수 있어서 좋았고..! 현빈 캐릭터와 액션 연기 조합 때문에 두번봤어요 굿굿~ ,10,4,1,TRUE
2889,17.01.22 21:45,뿡뿌이(bubb****),액션 완전 쩔구 내용은 그냥그냥 나쁘지않아요무겁지도 너무 가볍지도않아서 재밌게보고나왔네요현빈 겁나 잘생겼구 가끔나오는 윤아도 이쁘네요 ,9,4,1,TRUE
2890,17.01.22 21:05,보동이(shc8****),김주혁의 연기 잘하네요...유해진은 웃기면서도 진지했어요~~~윤아은 걍 이뿌 ㅋ ,9,4,1,TRUE
2891,17.01.22 15:50,00000(moon****),현빈멋잇네윤아도 이브고 ,7,4,1,TRUE
2892,17.01.22 14:40,hi26****,재밋습니다아아아어아 ,10,4,1,TRUE
2893,17.01.22 14:40,love****,시간가는줄 모르게 봄 으 군인머시따.. ,9,4,1,TRUE
2894,17.01.22 14:27,이승명(kjsu****),스릴 넘치고 너무재미있게 봤네요~^^ ,10,4,1,TRUE
2895,17.01.22 13:56,Park jong kyu(9170****),더킹 보고 공조봤는데 ..솔질히 공조 먼저 밨다면 큰일날 뻔!!아마 더킹을 나중에봤다면 중간에 나올지도 .... 공조 볼만한 영화 .. ,8,4,1,FALSE
2896,17.01.22 13:24,주원앓이미야(km48****),현빈의 액션이 관건이네요..유해진만의 매력도 보이고 김주혁의재발견이네요 눈빛이 완전..배우들이 엄청 고생했겠구나 느껴졌어용 내용은 조금 아쉽다는거ㅋ ,8,4,1,TRUE
2897,17.01.22 13:16,kate****,현빈 전역하고 드디어 잘될듯 ,10,4,1,TRUE
2898,17.01.22 11:37,아르아르아르(rhkr****),더킹이 어두운 분위기라면 공조는 밝은 분위기입니다. 진지할땐 진지하고 재밌을땐 재밌는 영화. 무겁지않은 분위기여서 그런지 더킹보다 재밌게 본거같습니다. 세 배우의 연기력도 너무 좋았습니다. ,10,4,1,TRUE
2899,17.01.22 11:33,ju77****,현빈 액션신이 너무 최고에요ㅠㅠㅠㅠ ,10,4,1,TRUE
2900,17.01.22 10:38,장춘일(cnsd****),재밋게 잘봣다 유해진 연기력 ㄸㄷ ,10,4,1,TRUE
2901,17.01.22 10:16,지이갱스(geeg****),잼나요 근데 쪼금먼가 빠진듯한느낌 ,9,4,1,TRUE
2902,17.01.22 9:59,live****,영화제목 그대로 공조라는 의미를  되새겨 보는 시간이였음...배우들의 연기  또한  좋았음... ,9,4,1,TRUE
2903,17.01.22 8:30,쥬리비안(merr****),참바다씨 오바연기 어울려요 ,9,4,1,TRUE
2904,17.01.22 3:59,장다빈(dabi****),"진짜 현빈,,유해진,,♥ ",10,4,1,FALSE
2905,17.01.22 3:06,연분홍케이(pink****),오 여태 북한 남한 우정 영화중 제일 재미있었다.유쾌 상쾌 통쾌. 액션신 좋고 현빈 차기작 잘 골랐네. 젤 웃긴건 의외로 윤아. 빵터짐!! 지인들에게 강추해줄만함! ,10,4,1,FALSE
2906,17.01.22 2:10,tsp0****,현빈 겁나 멋있고 영화는 그럭저럭 볼만합니다. 뭐 뻔하긴 하다만... ,7,4,1,FALSE
2907,17.01.22 2:05,대한민국화랑(core****),초반 액션씬은 볼만하나 중후반부터 급격히 떨어지는 개연성이 모든걸 망치고 있다. ,7,4,1,FALSE
2908,17.01.22 1:00,행복파더(rnj1****),재밌습니다가족과봐도 무난해요현빈 액션 연기 멋있음 ,9,4,1,FALSE
2909,17.01.22 0:24,야미야미(yumm****),감정연기도 짱♡액션도 짱♡ ,10,4,1,TRUE
2910,17.01.22 0:19,Sarah(pick****),평점보구선 기대하고 봐서 혹시나 실망할까 했는더 더 기대이상이네여~ 재밌게 잘 만든 영화예요 ,9,4,1,FALSE
2911,17.01.22 0:18,룬다레(rund****),김주혁 연기도 좋았음. ,9,4,1,FALSE
2912,17.01.22 0:18,sjrn****,완전완전 오랜만에 액션감 긴장감 박진감 넘치는 영활 봤네요. 현빈 너무 멋있고 유해진 너무 웃기고 두시간이 금방 가버렸어요 간만에 스트레스 풀었네요bb ,10,4,1,TRUE
2913,17.01.21 23:28,푸른태양(nosc****),의외로 윤아가 정말 웃겼음...ㅋㅋ 또한 자동차 액션씬은 한국영화중 역대급이었음~~~~ ,10,4,1,FALSE
2914,17.01.21 23:17,roomatebaam(znfn****),오늘 공조 보고왔습니다.   현빈 액션 너무 멋있었음..연기도 흠잡을 게 없고  유해진 연기야 완벽하구요 . 둘 호흡이 너무 웃겼음 ㅋ윤아도 연기 괜찮더라구요 귀여웠음 ㅋ 김주혁은 너무 무서울 정도로 연기를 잘함ㄷ  만족했습니다 ,10,4,1,FALSE
2915,17.01.21 20:01,gksk****,잼있었어요 남자가 봐도 현빈 존잘!! ,10,4,1,FALSE
2916,17.01.21 20:00,mhob****,올해본영화중 최고인거인건 ,10,4,1,FALSE
2917,17.01.21 19:58,민지영(whim****),재밌어요~~~~!! ,10,4,1,TRUE
2918,17.01.21 19:58,슬픔(kstw****),완전재밋네요ㅎㅎ추천드려요연기도좋고 감동과 재미가있네요 ,10,4,1,TRUE
2919,17.01.21 19:58,최재원(choi****),마지막 부분이 조금 늘어지긴 했지만 재미있는 시나리오에 배우들의 명연기까지 시간가는줄 모르고 즐겁게 봤습니다^^ ,9,4,1,TRUE
2920,17.01.21 19:54,abcabc113(sinj****),신세계랑 베테랑 이후로 오랜만에 액션스턴트씬 재밌게봤어요ㅋㅋ 현빈이라서 더 멋있게보인건가..?ㅋㅋㅋ 내용이 그렇게 무겁지않아서 가족이랑 보러가도 부담없을것같네요 잘봤습니당 ,10,4,1,FALSE
2921,17.01.21 19:46,emily(daso****),"현빈과 유해진, 김주혁까지 다 좋았다!! 재밌음 ",10,4,1,FALSE
2922,17.01.21 19:33,이거지(fofo****),진짜 긴영화지만 하나도 지루하지않았어요  재밌습니다 ㅎㅎ 유해진 짱 ,10,4,1,TRUE
2923,17.01.21 19:24,지하이(jihy****),현빈님의 화려한 액션과 유해진님의 유쾌함이 만나 캐미가 폭발했네요~~^^ 완전 재밌게 보고왔어요~ ,9,4,1,FALSE
2924,17.01.21 17:54,prodigyguard(chom****),이건 뭐   ㅠ  2017년도   우뢰매의 부활  ㅡ 단 한 장면도 못봤던  장면이 없었다 ㅋ 쪽팔리지않나 ,2,4,1,FALSE
2925,17.01.21 15:57,YoonHoKeun(yoon****),현빈 액션 짱멋잇음ㅋㅋㅋㅋ ,10,4,1,TRUE
2926,17.01.21 14:56,김서윤(dudd****),너무재밌어오잘만들었음. ,10,4,1,TRUE
2927,17.01.21 14:52,천하지존양권석(yks1****), 지루하지않고 끝까지잼나게볼수있는영화~~^^ ,10,4,1,TRUE
2928,17.01.21 14:27,나무(rose****),현빈이라는 배우를 다시 보게 되었다.가족 모두 즐겁게 볼 수 있는 정말 괜찮은 영화~^^ ,10,4,1,FALSE
2929,17.01.21 13:59,오솔잎(miff****),윤아 덕분에 많이 웃음ㅋㅋㅋ 현빈 잘생겼고 ,10,4,1,FALSE
2930,17.01.21 13:57,용(cyh9****),배우들이  마음에들고 액션도좋고 코믹도있고 지루하지않고 볼만한영화였음 ,9,4,1,TRUE
2931,17.01.21 13:54,StylistSiun(kuj1****),믿고보는 유해진존나잘생긴 현빈 ,10,4,1,FALSE
2932,17.01.21 13:46,숑숑숑(coma****),"재밌어요~!!유해진 말할것도 없이 잘하구,,현빈도 너무 멋있음>< ",9,4,1,TRUE
2933,17.01.21 13:39,plokmijn(yebi****),재미있고 완성도 높네요. 부담 없이 만족하며 볼 수 있는 영화입니다. ,10,4,1,FALSE
2934,17.01.21 12:45,델리아(dell****),완전 현빈을 위한 현빈에 의한 멋짐 영화^^  남자의 멋짐이 물씬 풍기는 영화~ ,10,4,1,TRUE
2935,17.01.21 10:20,김서영(suga****),너무 재미있었고 진짜 현빈 존잘... 가족끼리 볼 만해요 긴장감 100배 ,10,4,1,FALSE
2936,17.01.21 8:54,유지닝ㅇ바보(dbwl****),오랜만에 재미있는 영화 ,10,4,1,FALSE
2937,17.01.21 8:39,임수미(sumy****),대박 완젼 재밋어요♥♥ ,10,4,1,FALSE
2938,17.01.21 8:05,tear****,"빈틈없이 흥미진진 하네요 북한사투리 어색하게 흉내낼줄 알았는데 김주혁,현빈 연기 좋았습니다. 두분은 언제부터 액션배우이셨는지 두분다 못보던 역할을봤네요 ",10,4,1,FALSE
2939,17.01.21 3:34,챕촘(fred****),재미는 있었는데  좀 유치한면이 많아서 아쉬웠습니다 ,7,4,1,FALSE
2940,17.01.21 1:52,warlow(gksw****),재밌음. 후반부만 빼면 8점인듯. 액션은 완벽 ,7,4,1,FALSE
2941,17.01.21 0:02,금잔디 판매(wls2****),오 지루함이없는 재미가있네요 액션영화짱ㅇㅣ네요 유해진님 현빈님 영화 잘만드셨네요 또다른 액션영화 나았음 합니다 유해진님 화이팅 ,10,4,1,FALSE
2942,17.01.20 23:47,닉네임 고민30분째(dltj****),김주혁 연기 짱b!!!! ,10,4,1,FALSE
2943,17.01.20 23:31,최서용(csy9****),현빈 액션 굿입니다!!꼭 보세요 ,10,4,1,FALSE
2944,17.01.20 23:26,Yuin(dybp****),"현빈보다 잘생긴,유해진보다 위트 넘치는 내 남자와 첫 영화♡.♡ 잘 봤어요! 공조해줘서 고마워요,공조 ",10,4,1,FALSE
2945,17.01.20 23:18,주블리(aaa1****),현빈씨와 유해진씨의 케미가 아주 돋보이는 영화였습니다. 잘 웃고 갑니다 ^^ 진짜 최고 ,10,4,1,FALSE
2946,17.01.20 23:18,라푼젤(phj3****),정말 재밌어요 특히 윤아ㅋㅋㅋ 너무 웃기구요 ,10,4,1,FALSE
2947,17.01.20 23:11,제니(semm****),재밌게 잘 봤습니다. 배우들간의 조합이 예상외로 잘 맞아 보이네요. ,8,4,1,TRUE
2948,17.01.20 23:06,lsb1****,오랜만에 재밌게 본 영화였어요~ 웃기고 액션도 볼 만했음!! ,10,4,1,FALSE
2949,17.01.20 23:05,엘리사(elis****),와.... 현빈... 와... 정말.. 오늘부터 완전 팬 !영화도 넘 잼있었고. 유해진은 정말 항상 연기잘하고 현빈도 연기도 잘하지만. 액션도 목소리도 연기도 생긴것도 진짜멋있다 ㅠㅠ ,10,4,1,FALSE
2950,17.01.20 23:05,skdl****,친구들이랑 완전 재밌게 보고왔어요~! 보세여 진짜 짱 ,10,4,1,FALSE
2951,17.01.20 22:46,ellie_(hiha****),무겁지도않고 딱 재밌었음ㅋㅋㅋ김주혁님 악역이지만 섹시하시다능 제일 기억에남아요.. 그리고 현빈은 여전히 너무 멋있고 유해진 윤아 웃음캐리 윤아씨 분량작아서 아쉬웠어요 ㅜㅜ ,10,4,1,FALSE
2952,17.01.20 22:42,Shin(mila****),재미있습니다.10자 ,8,4,1,TRUE
2953,17.01.20 22:42,정민경(alsr****),125분이라는시간이짧게느껴질정도로재밌고현빈너무멋있게나오고유해진너무웃기게나옴결론은진짜사랑함 ,10,4,1,FALSE
2954,17.01.20 22:34,ella(rael****),진짜재미있다 10점만점이닷!!! ,10,4,1,FALSE
2955,17.01.20 22:26,장정윤(jung****),진짜 재밌다 누구나 같이 쉽게 볼수있고 현빈과 유해진의 케미가 너무 좋다 그리고 무엇보다도 현빈의 성스러운 외모는 심장을 아프게 만든다 ,10,4,1,FALSE
2956,17.01.20 22:26,rihye(dbdb****),여러분보세요 두번보세요초반에진짜웃김ㅋㅋㅋ연기 다 잘하고 현빈너무멋있고 유해진이 와 개멋있어 하고 느끼긴처음다 한국액션영화 점점발전하는듯 ,10,4,1,FALSE
2957,17.01.20 22:23,신지(llsh****),재밌었쇼  현빈의 액션 전혀 기대안했는데... 우리나라에서도 액션이 되는 주연 남자배우가 탄생하려나... ,10,4,1,FALSE
2958,17.01.20 22:18,라푼젤(chim****),현빈....쩐다... ,10,4,1,FALSE
2959,17.01.20 21:42,제주돌이(kwtc****),재미있게 봤습니다... ,8,4,1,TRUE
2960,17.01.20 21:30,텃밭(sjw9****),"비줠, 연기, 액션 현빈!!!역시 실망시키지 않는 유해진표 코믹 영화^^ ",10,4,1,FALSE
2961,17.01.20 20:23,귀염둥이(tifb****),진짜 시간가는줄 모르고 봣어요 진짜 현빈 진짜멋있고 유해진 웃겨요 진짜 꿀잼 ,10,4,1,FALSE
2962,17.01.20 20:09,준영(rewi****),왐마 행빈 현님 멋지네여 대박입디다 ,10,4,1,FALSE
2963,17.01.20 18:30,김나영(szsz****),ㅓ너무너무나무나무재밋는것 ,10,4,1,FALSE
2964,17.01.20 17:20,거여동최도사(lica****),김주혁 연기 빛났음 그래서 7점  감독님 이런영화는 코믹요소 줄이고 시나리오를 밀도있고 리얼하게 만들었으면 아저씨를 능가했을 터인데  .아쉬움 ..도입부와 작품구성 아이디어는 좋았는데... ,7,4,1,FALSE
2965,17.01.20 17:14,rmir****,현빈 유해진 김주혁 연기 너무 멋있었어요! ,10,4,1,FALSE
2966,17.01.20 17:13,박순남(psn8****),현빈 보러 갔는데 더 반하고 나왔네 ,10,4,1,FALSE
2967,17.01.20 17:11,voctoria(awes****),기자 평론가 뭐 두사람 미워함? 평점 너무하다 생각하고본 영화 유해진은 말할것도없고 현빈도 주혁도..뜻박의 케미 .기자평론가들은 진짜 으로 본거 맞아? ,10,4,1,FALSE
2968,17.01.20 17:11,향기(supe****),진짜 꿀재미~~ 시간 가는줄 몰랐어요^^ ,10,4,1,FALSE
2969,17.01.20 17:07,윤수인(101y****),무슨 말이 필요해 ? 그냥 꿀잼 ,10,4,1,FALSE
2970,17.01.20 17:04,그레이스(gem9****),가볍게 즐길 수 있는 영화ㅋㅋㅋ 가족영화로도 추천 ,10,4,1,FALSE
2971,17.01.20 17:00,hd72****,"현빈 액션 너무 멋지고 유해진,김주혁 연기 최고입니다.윤아도 연기좋습니다. ",10,4,1,FALSE
2972,17.01.20 16:58,k94j****,현빈과 유해진의 꿀조합ㅋㅋ 윤아의 깨알 연기는 정말 귀여웠다 ,10,4,1,FALSE
2973,17.01.20 16:49,울보(dudg****),"코믹연기는 역시 유해진♥♥♥현빈,김주혁 멋있다♥♥♥다른 조연배우들도 다 좋아요~♥♥♥ ",10,4,1,FALSE
2974,17.01.20 16:46,aorm****,간만에 웃으며 편하게 즐길 수 있었던 영화 ,10,4,1,FALSE
2975,17.01.20 16:45,소행운성(doks****),유해진은 언제나 유쾌통쾌하다ㅋㅋㅋ 오랜만에 스크린으로 본 현빈 너무 멋있었어 ,9,4,1,FALSE
2976,17.01.20 16:44,석민이(ace6****),"처음부터 스토리는 어느정도 예상했으나, 그래도 남주 3인방의 연기는 진짜 최고였습니다. ",9,4,1,FALSE
