,text,Çø¿À,¼ºº°,ÀÌ³ä/Áö¿ª,ÀÎ°£Á¸¾ö¼º
515,¾Æ¹«¸® ¿µÈ­´Â ¿µÈ­¶óÁö¸¸   ³Ê¹« Çö½Ç¼ºÀÌ ¶³¾îÁö³×¿ä ¹¹ ¼±¹°·Î °øÂ¥Ç¥ »ý±ä°Å¶ó¼­ º¸±äºÃ´Ù¸¸ ÀÌ°Ç  °øÂ¥¶óµµ ³Ê¹« ½Ã°£ÀÌ    Â÷¶ó¸® ºäÆ©¹ö ¿µ»óº¼²¬,0,0,0,0
2623,ÇÑ±¹ÆÇ Á¶Ä¿ Á¤À¯¹Ì,0,0,0,0
510,¿øÀÛÀÚ ¶§¹®¿¡ º¸°í ½ÍÁö ¾Ê¾Ò¾î¿ä,0,0,0,0
1458,¸¾Ãæ  ³ëÅ°ÁîÁ¸ ±×µéÀÌ ¸¸µé¾î³½ ´Ü¾î¸¦  ±×µéÀÌ ÁÖ·Î ÇÏ´Â µÞ´ãÈ­·Î ¿µÈ­¿¡¼± ³²ÀÚµé¸¸ ¾²³×¿ä  ±×¸®°í ±×µéÀº °ø°¨ÇÑ´Ù°í ÇÇÇØÀÚÄÚ½ºÇÁ·¹ ³²¼ºÀ» ¼º¹üÁËÀÚ  ²Á´ë·Î ÀÏ¹ÝÈ­½ÃÅ°°í ³²³à°¥µî Á¶ÀåÀÌ ¾Æ´Ô,1,0,0,1
819,µµ´ôÃ¼ ÀÌÇØ°¡ ¾È°£´Ù ³²³àÆòµîÀ» ³Ñ¾î ¿ªÂ÷º° ¹Þ°í ÀÖÀº ¿äÁò ½Ã´ë¿¡ °íÀÛ 80  90³â´ë»ý ¿©ÀÚµéÀÌ ¹» ¾ó¸¶³ª °íÅë¹Þ°í »ì¾Æ¿Ó´Ù°í 6 70³â´ë ¾î¸Ó´Ï  ±×ÀÌÀü ÇÒ¸Ó´Ï ¼¼´ë¿¡ ÇØ´çµÇ´Â ³»¿ëÀ» ³Ê¹« ¿À¹öÇØ¼­ ¸¸µé¾î ³ù´Ù  ¿äÁò½Ã´ë¿¡ ³ë·Â ¾ÈÇØ¼­ ¸øÇÏ´Â°ÅÁö ¿©ÀÚ¶ó¼­ ¸øÇÑ´Ù  ¾ø´Ù   ´ÏµéÀÇ ³ë·ÂÀÌ ºÎÁ·ÇØ¼­  °ü½ÉÀÌ ¾ø¾î¼­ Áö±Ý ±×·¸°Ô »ç´Â°É  ¸¶Ä¡ ¿äÁò »çÈ¸°¡ ¸¸µé¾î ³õÀº°Í ¸¶³É ÀÚ±âÀ§¾ÈÇÏ°Ô ÇÏ´Â ¿µÈ­´Ù  Á¦¹ß Çö½ÇÀ» ¹þ¾î³ª°í ½ÍÀ¸¸é ÀÌµý °¨Á¤ÀûÀÌ°í ±Ù°Å ¾ø´Â ¿µÈ­ º¼ ½Ã°£¿¡ ÀÚ±â°è¹ß ÇØ¶ó,0,0,0,0
2237,Ä¡¿­ÇÑ °ø¹æÀü    °øÀ¯ÇÏ°í Á¤À¯¹Ì  ÇÊ¹ê,0,0,0,0
2288,10´ë 30´ë ±âÁØ Æä¹Ì°¡ º¸¸é ¹ß±¤ÇÏ´Â ¿µÈ­Á¤»óÀÎÀº °ø°¨ ¸øÇÏ´Â ¿µÈ­ÁÖÀ§¿¡¼­ °ø°¨ÇÏ¸é Æä¹ÌÀÇ½ÉÇÏ½Ê½Ã¿À,1,1,0,0
2931,°¨µ¿µµ¾ø°í Â÷º°ÀÌ´Ï¸Ó´Ï ¸»°°Áöµµ¾Ê´Â ºñÀ¯·Î Æ÷ÀåÇÑ ÃÖ¾ÇÀÇ¿µÈ­,0,0,0,0
2807,¿Ö ÀÌ ¿µÈ­´Â Àç¹ú³²°úÀÇ ·¯ºê½ºÅä¸®¸¦ º¸¸ç È¯»ó¿¡ ºüÁø µÈÀå³à¿Í ºü¼øÀÌ ÇÏ¸é¼­ Å¸ ¿¬¿¹ÀÎµé¿¡°Ô ¹ÎÆó¸¸ ³¢Ä£ ´À±×µéÀÇ ÀÌ¾ß±â¸¦ ¿Ö ¸ðµÎ°¡ °ø°¨ÇØ¾ßÇÒ ÀÌ¾ß±âÃ³·³ Æ÷ÀåÀ» ÇÏÁö,1,1,0,0
422,½Ç½Ã°£ ÇöÀå »óÈ² ¹ÝÁöÀÇ Á¦¿Õ4 ÃÔ¿µ ÇöÀå ÀÎÁÙ ¾Ë¾Ò´Ù,0,0,0,0
2653,ÆÑÆ®´Â ÀÌ»Û¾ÖµéÀº ÀÌ°Å¾Èº½,0,0,0,0
1548,¾ÆÁøÂ¥ÁÖ¸ÔÀ»ºÒ²öÁå´Ù,0,0,0,0
2700,À¹,0,0,0,0
1933,Àç¹Ì¾ø¾î º¸ÀÌ´Â°É ¾ø´Ù ¸»ÇÏÁö ¹¹¶ó ¸»ÇØ¿ä ´Ù¸¥ »ç¶÷ÀÌ Àç¹Õ´Ù°í ÇÏ¸é Àúµµ Àç¹Õ¾î¾ß ÇÏ³ª¿ä  ÀÌ¼ºº¸´Ù °¨Á¤ÀÌ ¸ÕÀú½Ã³×¿ä ´Ùµé,0,0,0,0
3163,µµ´ëÃ¼ ÀÌ·± ¿µÈ­¸¦ º¸¸é¼­ Àç¹Õ´Ù°í ÇÏ´Â°Ç Á¤¸» ÀÌÇØ°¡ ¾ÈµË´Ï´Ù ¿¡Çô,0,0,0,0
980,ÀáÀÚ±â ÁÁÀº ¿µÈ­È²Á¤¹Î¾¾ ÆÒ ÀÌ¾ú´Âµ¥ÀÌ¹ø ¿µÈ­´Â ±Û½ê Æø¸Á ÇÒ °Í °°Àº¿¹°¨,0,0,0,0
1445,¹¹Áö,0,0,0,0
1651,¿©ÀÚµµ ±º´ëÁ» °¡ÀÚ ÀÇ¹«°¡ ¾øÀ¸¸é ±Ç¸®µµ ¾ø´Ù,0,0,0,0
3658,³ëÀëÀúÀý´ëº¸Áö¸¶¼¼¿ä,0,0,0,0
1407,ÁøÂ¥³ëÀë °¨µ¿µµ¾ø°í Àý´ëºñÃßÃµ,0,0,0,0
1353,¹®Åë ¾Ï»ì¿µÈ­µµ ²À ¸¸µé¾îÁÖ¼¼¿ä,1,0,1,0
3168,³²³à ÆòµîÁÖÀÇ¶ó¸é Àû±Ø Âù¼ºÇÏ°í ÀÀ¿øÇÏÁö¸¸  ´ëÇÑ¹Î±¹ Æä¹Ì´ÏÁòÀº ¸ÀÀÖ´Â°Í¸¸ °ñ¶ó¸Ô´Â ºßÆä¹ÌÁò µÈ°Å ´Ù ¾ËÀÝ¾Æ  ¸ð¼øÀÌ ³ÑÃÄ Èå¸£´Â ±×µé,1,1,0,0
2520,ÁøÁ¤ ¾Ë¹ÙµéÀÎ°¡82³â»ýµéÀÌ ±×¸¸Å­ Èñ»ýÇß´Ù ¾ê±âÇÒ ¼ö ÀÖ³Ä  ¾î¸Ó´Ï¼¼´ë ¾ê±â¸é µ¿°¨ÇÏ°Ú´Ù,0,0,0,0
4322,½ÅÆÄ¿µÈ­ ¿ï¸°´Ù°í ÁÁÀº ¿µÈ­°¡ ¾Æ´Ï´Ù,0,0,0,0
3274,¼ÒÀç´Â ±¦ÂúÀºµ¥ Áö·çÇÑ ¿¬Ãâ ¾î¼³ÇÂ À¯¸ÓÄÚµå  ±×¶§ ±×»ç¶÷µé ÀÌ ÈÎ¾À ³´´Ù »ý°¢ÇÔ,0,0,0,0
1362,³­ ¹è¿ì°¡ ¿¬±â ÀßÇØ¾ß µÇ´Â °Ç ´ç¿¬ÇÑ °Å¶ó »ý°¢ÇØ¼­ ±×·± °É·Î ³ô°Ô Æò°¡ÇÏÁø ¾Ê°í  ¿µÈ­ ÀÚÃ¼·Î¼­ °ü¶÷ÇÏ´Âµ¥  ÈÄ¹ÝºÎ·Î °¥¼ö·Ï ±äÀå°¨ ÀÖ°í Àç¹Õ´Â °Ç ¸Â´Âµ¥  ´ëÅë·ÉÀÌ ¾ó¸¶³ª ³ª»Û ÁþµéÀ» ÇØ¿Ô´ÂÁö¿¡ ´ëÇÑ ºÎ¿¬¼³¸íÀÌ³ª ¹è°æÁ¤º¸ ¾øÀÌ  ¹°·Ð ¾Ë°í´Â ÀÖÁö¸¸  ¿µÈ­ ¾È¿¡´Â ÃÖ¼ÒÇÑ  °³ÀÎÀÇ ½É¸®·Î¸¸ ²ø°í °£ °Ô ¾Æ½¬¿ò  ±×·¡¼­ °íÆòÁ¡µÈ Á¡¼ö Á» ³»¸®·Á°í 1Á¡ ÁÜ ¸¶À½Àº 6Á¡ Á¤µµ,0,0,0,0
2211,ÆòÁ¡ ¿ÖÀÌ¸® ³ôÀº°Å¿©,0,0,0,0
2031,°è¼ÓµÈ Á¶¾ÇÇÑ ¼³Á¤¿¡ ÅäÇÒ»· Çß´Ù  °¢ Ä³¸¯ÅÍµéÀº ¹Ùº¸·Î ¸¸µé¾î ³õ°í ¹«ÇÑÇÑ Á¶¾ÇÇÒ ¼³Á¤  ´«¹° Â¥³»´Â Àå¸éÀº Á¤ÇØ³õ°í À½¾Ç ±ò¾Æ ³õÀº °Í º¸´Ù°¡ ÅäÇÒ»· Çß´Ù  ÁøÂ¥ ¾²·¹±â¿µÈ­¶ó°í ÇÒ ¼ö ÀÖ´Ù  Â÷¶ó¸® ÀÌ·± ÀÛÇ°À» ¸¸µé°Å¸é ¿µÈ­°¡ ¾Æ´Ï¶ó µå¶ó¸¶ ½ÅÆÄ·Î ¸¸µé¾î¶ó    ¾Æ ´Ù¸¸   ¿©ÀÚ·Î½á ÇÇÇØÀÇ½ÄÀÌ °¡µæÇÑ »ç¶÷ÀÌ¶ó¸é ¾ÆÁÖ ¸¸Á·ÇÏ¸é¼­ ºÃÀ»µí,1,0,0,1
3654,º¸´Ù°¡ ¾îÀÌ°¡ ¾ø¾î¼­ ÇÈ¼ÇÀÌ¶ó°í ÇÏ´ø°¡ ¾Æ¹«¸® °¨µ¶ÀÌ Á¤½ÅÀÌ ³ª°¬¾îµµ Æ÷°ÝÀ» ÇØ´Þ¶ó°í ºÎÅ¹À»ÇÑ´Ù     È²Á¤¹Î¾¾ Á¶Áø¿õ¾¾ ¾î¶»°Ô ÀÌ·± ¿µÈ­¿¡ Ãâ¿¬À» ÇÏ½Ç¼ö°¡ ÀÖ³ª¿ä  ÃÖ¼ÒÇÑ ÇÈ¼ÇÀÌ¶ó°í ¾ð±ÞÀÌ¶óµµ Çß¾î¾ßÁö ½ÇÁ¦È­¸é°ú ÇÈ¼ÇÀ» ¼¯¾î¹ö·Á¼­ ¾Æ¹«°Íµµ ¸ð¸£´Â ÀþÀººÐµéÀº º¸¼öÁ¤´ç ¼Õ°¡¶ôÁúÇÏ°í ¿åÇÏ¶ó°í ¸¸µç°Å³×¿ä °³ºÀÀÏÀÚº¸´Ï±î 2018 ³â  ¾ÆÁÖ ÁøÂ¥ ³ë°ñÀûÀÔ´Ï´Ù Á¤¸» ²ûÂïÇÏ´Ù ÀÌ ¹«½Ã¹«½ÃÇÑ Á¤±Ç,0,0,0,0
2214,ÆÇÅ¸Áö ¿µÈ­·Î º¸±â ÁÁ½À´Ï´Ù,0,0,0,0
4296,Æ÷·¹½ºÆ®°ËÇÁ º¸°í ÀÌ°Éº¸¸é Ç¥ÀýÀ»ÇØµµ ÀÌ·¸°Ô ±¸¸®°ÔÇß´ÂÁö ´À³¥ ¼ö ÀÖÀ» µí,0,0,0,0
1137,³ª´Â °ø»ê´çÀÌ ½È¾î¿äÀÌ·± °ÅÁþ¼±µ¿¿µÈ­°¡ ¹öÁ£ÀÌ ³ª¿À´Ù´Ï   ¿©±â°¡ ºÏÇÑÀÎ°¡,0,0,0,0
1342,¹®ÀçÀÎ´ëÅë·ÉÀ» À§ÇÑ ¹®ÀçÀÎ´ëÅë·ÉÀ» ÀÇÇÑ ¹®ÀçÀÎ´ëÅë·ÉÀÇ ¿µÈ­ ÇÑ¸¶µð·Î »¡°»ÀÌ ¿µÈ­,1,0,1,0
794,¹¹ÀÌ·± º´¸À ¿µÈ­°¡,0,0,0,0
391,FEMISM IS CANCER,1,1,0,0
1434,ÀÌ °üÁ¡À¸·Î º¸¸é ÀÌ½Ã´ëÀÇ »ç´Â ¸ðµç »ç¶÷Àº  Á¦°¢±â ºÒÇàÇÕ´Ï´Ù   82³â³²ÀÚÀÇ »îÀÌ ´õ Èûµéµí,0,0,0,0
3402,ÁÂ»¡ ¿µÈ­¼öÁØ  µå·´°Ô Àç¹Ì¾ø³×¿ä,1,0,1,0
1430,ÀÌ·±°É ¿µÈ­·Î ÇÏ´Ù´Ï,0,0,0,0
1349,ÀÇÀÚ¿Õ ÀÌº´Çå°ú ¹ÌÅõ °ûµµ¿øÀÇ »ç»ýÈ° ¶§¹®¿¡ ÁýÁßÀÌ ¾È µÇ°í  ³»¿ëµµ »ê¸¸ÇÏ°í Áö·çÇÑ ¿µÈ­,0,0,0,0
1243,³ª¶ó¸¦ ÀÌ·¸°Ô±îÁö Àß»ìµµ·Ï ÀÌ²ö ¹Ú´ëÅë·É ¾Æ¹«¸® ½È¾îµµ ±× »ìÀÎÀÚ±îÁö ¹ÌÈ­ ÇÏ³Ä  ´õ±¸³ª ±× µþ±îÁö °¨¿Á¿¡ ÃÄ ³Ö°í   ÁøÂ¥ ÁÂ»¡µé ÀÜÀÎÇÏ´Ù,1,0,1,0
2283,10´ë 20´ëµéÀÌ º¸°í Å«ÀÏ³ª°Ú´Ù,0,0,0,0
3062,¾Ç Àú»ç¶÷ÀÌ Àý ±«·ÓÈ÷´Â°Í °°Àº ´À³¦ÀÌ¿¡¿ä  82Åæ Å´Ä¡¿µ,1,1,0,0
87,³ëÀë,0,0,0,0
3299,ÀÚ±â ±Ç·Â ÃÄ ÀâÀ»·Á°í ´ëÅë·É ¾Ï»ìÇÑ »ç¶÷ ¹ÌÈ­      ÆòÁ¡ 1Á¡ ÁÖ¸é ÀÏº£ÃæÀ¸·Î ¸ô¾Æ¹ö¸®±â,1,0,0,1
2857,ÇÇÇØ¸Á»ó Á¤½Åº´ÀÚÀÇ °¨µ¿ÀûÀÎ Åõº´±â Àß ºÃ½À´Ï´Ù,1,1,0,1
561,¾Æ´Ï ¿Ö ´ñ±ÛÁ¶ÀÛÇÏ´Â°Å¾ß ¹ÌÄ£Æä¹Ìµé¾Æ  ´ÏµéÀÌ ÇÏ´ÂÁþ ³»°¡ º°Á¡Å×·¯ÇÏ´Â°Å¶û´ÏµéÀÌ Á¶ÀÛÇÏ´Â°Å¶û ¶È°°Àº³âµéÀÌ¾ß      ¹¹ º£¼¿    ¸¶¶ó Æä¹Ìº£¼¿ÀÌ°ÚÁö     Á¶ÀÛÁú ÇÏÁö¸»ÀÚ °³¿±°í ¾îÂ÷ÇÇ ÀÌ°Å ÈïÇà¸øÇÔ,1,1,0,1
2160,¼¼»ó¿¡¼­ ³ª¸¸Èûµé¾î ÇÏ´Â ºÐµéÀÇ ÇÑÅºÀ»µ·ÁÖ°í º¸´Â ¿µÈ­,0,0,0,0
1763,ÀÌ·± °Å º¸´Â ºí·¢ ¸»¶ûÄ«¿ì°¡ ¹«·Á 29¸¸   Ãæ°Ý ±× ÀÚÃ¼,0,0,0,0
2565,¿Ö ÆòÁ¡ÀÌ ³ôÀºÁö ÀÌÇØÇÒ¼ö¾ø³×¿ä  Á¤¸» ºñÃßÀÔ´Ï´Ù,0,0,0,0
2276,62³â»ý ±èÁö¿µ ÀÌ°Ô ¿µÈ­³Ä,0,0,0,0
2180,ºñ¾àÀÇ ³ª¿­ÀÌ¸ç Èæ¹é³í¸®Àû ÁÙ°Å¸®ÀÎµ¥´Ù°¡ ³²³à´ë°á±¸µµ°¡ ¾Æ´Ï¶óÁö¸¸ ¾Æ´Ò¼ö¾ø´Â ½Ã³ª¸®¿À´Ù  ¿ì¸®³ª¶ó´Â ´Ù ÀÌ·± °³¸ÓÀú¸® ³ª¾àÃÑÁýÇÕÃ¼ÀÎ ¿©ÀÚµé¸¸ Á¸ÀçÇÏ´Â°¡ ¶ó°í µÇ¹¯°í½Í´Ù,1,1,0,0
4022,¼±µ¿¿¡ ¼±µ¿ÀÇ ¼±µ¿À» À§ÇÑ  ³»¿ë ÀüºÎ¸¦ Á¤Ä¡»öÀ¸·Î ¹ü¹÷µÇ¾î ¿ª»ç ´ÙÅ¥¹°·Î Àü¶ôÇØ¹ö¸° ¿µÈ­  Á¶±ÝÀÇ Àç¹Ìµµ  °¨µ¿µµ ¾ø´Ù  ÀÌ»ó¹ÎÀÇ ¿¬±â¸¸ ºû³­´Ù,0,0,0,0
2575,ÁøÂ¥ Á¦ÀÏ ¸ð¼øÀÎ°Ç 3 40´ë ¿©¼º Æä¹Ì´ÏÁò ÁöÁöÀ²º¸´Ù 1 20´ë Æä¹Ì´ÏÁò ÁöÁöÀ²ÀÌ ´õ ³ô´Ù´Â°ÅÀÓ   10´ë 20´ë ¿©¼ºµéÀÌ Áö±Ý Â÷º°¹Þ´Â°Ô µµ´ëÃ¼ ¹¹°¡ ÀÖ³Ä ¾îÀÌÅÍÁöÁê   ¿©¼ºÀÎ±ÇÀº ÈÎ¾À ³ª¾ÆÁ³´Âµ¥ ÁøÂ¥ ¿ô±ä »óÈ²ÀÌ´Ù,0,0,0,0
1944,¸¶ÀÌ³Ê½º ÆòÁ¡ÀÌ ¾ø´Â°Ô ¾Æ½¬¿ï »Ó,0,0,0,0
232,82¿¬¼¼ ±èÁö¿µÀÌ¾úÀ¸¸é ´«¹° Èê·ÈÀ» µí,0,0,0,0
455,ÀÌ°Ô¿µÈ­³Äµ·¾Æ±õ´ÙÈ¯ºÒÇØÁà,0,0,0,0
754,¿©¼ºµéÀÇ ÇÇÇØÀÇ½Ä¸¸ °¡µæÇÑ ÀÛÇ° Áöµ¶ÇÒ Á¤µµ·Î ºñÃßÃµÇÕ´Ï´Ù  ÀÌ·± ÆíÇâÀûÀÎ ÀÛÇ°¿¡ ¹Ý´ëÇÕ´Ï´Ù,0,0,0,0
2810,³²³à°¥µî ½ÉÈ­½ÃÄÑ ´ëÇÑ¹Î±¹ ÀÎ±¸¼ö °¨¼Ò½ÃÅ°´Âµ¥ ÀÏÁ¶ÇÏ´Â ¿µÈ­,0,0,0,0
1727,Æä¹Ì´Â Á¤½Åº´ÀÔ´Ï´Ù  Á¤½Åº´ÀÚµéÀº º´¿ø¿¡¼­ Ä¡·á¸¦ ¹Þ¾Æ¾ßÁÒ,1,1,0,1
3198,ÃÖ¾ÇÀÇ ¿µÈ­ÀÔ´Ï´Ù,0,0,0,0
3165,µÇ°Ô ¾Æ½¬¿î°Ô ÀÌ°Ô ¿ì¸® ¾î¸Ó´Ô ¼¼´ë ÀÌ¾ß±â¿´´Ù¸é ÁøÂ¥ °¡½¿ÀÌ ÂôÇØÁö´Â ±×·± ÀÛÇ°ÀÌ µÆÀ»ÅÙµ¥  2 30´ë¿ä  Àå³­ÇØ,0,0,0,0
847,ÇÇÇØ¸Á»ó,1,0,0,1
2070,Á¤½ÅÁ»Â÷¸³½Ã´Ù,0,0,0,0
3747,ÀÌ ¿µÈ­ ½ÇÈ­¹ÙÅÁÀÌ¶ó ±×·¯´Âµ¥ ¿ÏÀü Çã±¸¿¡ ¿ª»ç¿Ö°î ±×¸®°í ºÏÇÑÂù¾ç µî ¿µÈ­ÀÚÃ¼¸¦ ¶°³ª ³Ê¹« ÁÂÆíÈ­µÈ ¿µÈ­ÀÔ´Ï´Ù  Àý´ë º¸Áö ¸¶¼¼¿ä,0,0,0,0
1033,¿¬±â´Â ÁÁ¾ÒÁö¸¸ ¿µÈ­´Â ¾ÈÁÁ¾Ò´Ù,0,0,0,0
3497,ÀÌ·± ¹ÌÄ£ Á¶ÀÛ ¿µÈ­°¡   ´ëÅë·É ¾Ï»ì¹üÀÌ ¿µ¿õÀÎ    Áö±Ý Á¤Ä¡¸¸Å­ ¹ÌÄ£ ¿µÈ­    ³Ê¹« ÁÂÆÄ½º·´´Ù,0,0,0,0
3027,±×³É  ¿©ÁÖÀÎ°øÀÌ  ¿¹¹ÎÇÏ°í  Á¤½Åº´ÀÖ´Â°Å°¡Æ´   ±×¸®°í ¿äÁòÀº  ½Ã¾î¸Ó´Ï°¡ ¸ç´À¸® ´«Ä¡º¸´Â ¼¼»óÀÌ±¸¸¸  Á¶¼±½Ã´ëµµ ¾Æ´Ï°í  ¿äÁò ¾î¶² ½Ã¾î¸Ó´Ï°¡  ¸ç´À¸® È¥ÀÚ ÀÏ´Ù½ÃÅ°³Ä,1,0,0,1
418,Á¶Ä¿¸¦ ¶Ù¾î³Ñ´Â ÁøÂ¥ ±¤±â¼­¸° ¿µÈ­ ÀÌ°Ô ¿¹¸Å 1µîÀÌ¶ó´Â°Ô ¸»ÀÌ¾È‰Î ÀÌ¿µÈ­°¡ ¾îº¥Á®½º ¶Ù¾î³Ñ°í È²±Ý»çÀÚ»ó ¹Þ°í ¿À½ºÄ«»ó¹ÞÀ»±ÞÀÌ³Ä  Á¤½Åº´ÀÚµéÀÌ »¡¾Æ´ë´Â ÁøÂ¥ ±¤±âÀÇ ¿µÈ­,1,0,0,1
3946,ºÏÇÙÀº ±è¿µ»ï Á¤±Ç¶§ ¸¸µé¾î Á³À¸¸ç ºÏÇÑ ³» ÈÞ¹ÎÆ®°¡ ÀÛ»ì ³­ ÀÏµµ ±è¿µ»ï Á¤±Ç¶§ ÀÌ¸ç ½¼»ó´ÔÀÌ Á×¾î °¡´Â Á¤±Ç Áö¿ø ÇÑ°Å´Â ¾Æ¹« »ó°üµµ ¾Æ¹« Àß¸øÀÌ ¾ø´ç²²¿ä,1,0,1,0
1673,´ëÇÑ¹Î±¹ °¥µîÀÇ °í¸®¸¦ ²÷ÀÓ¾øÀÌ Àç»ý»êÇØ³»´Âµ¥ ÀÏÁ¶ÇÑ ¿µÈ­,0,0,0,0
3488,³ë¿À´ä,0,0,0,0
2102,°ü°´¾øÀ½¿ä  ¿µÈ¥ÀÌ ¸¹ÀÌº½  °øÆ÷¿µÈ­ÀÓ,0,0,0,0
1793,Á¤¸» Àß ¹å¿ó´Ï´Ù ³»,0,0,0,0
2488,»î¿¡¼ö ¹ß»ýÇÒ ¼ö ÀÖ´Â °¡Àå ÃÖ¾ÇÀÇ »óÈ²À» ¸ðµÎ ÇÑ ¿©ÀÚ¿¡°Ô Áý¾à½ÃÅ² ½ºÅä¸® ³²ÀÚ·Î ¶È°°ÀÌ ÇØ¼­ ÃÖ¾ÇÀ¸·Î °¡¸é 30´ë »óÈ²±îÁö °¥ ÇÊ¿äµµ ¾øÀÌ  20´ë¶§ ±º´ë¿¡¼­ Áö·Ú¹â¾Æ¼­ »ç¸ÁÇÏ´Â °É·Î ³¡³²,0,0,0,0
577,62³â»ý ±èÁö¼÷ÀÌ¸é ¸ô¶óµµ  ±¹¹æÀÇ ÀÇ¹« ¾øÀÌ ³²³àÂ÷º°µµ ¾ø¾îÁø ½Ã´ë¿¡¼­ ÀÚ¶ó¼­ ÇÒ °Å ´Ù ÇÏ°í ¿©ÀÚ·Î¼­ Èûµé´Ù  ³²ÀÚ 82³â»ýÀÌ ÈÎ   ¾À Èûµç »îÀ» »ìµí,0,0,0,0
5,¾î¿ì ±ØÇø,0,0,0,0
2850,ÀÌ ¿µÈ­¿¡ °ø°¨ÇÏ¸é ºÒÇàÇÑ »îÀ» »ç´Â ¿©ÀÚ   º¸ÆíÀûÀÌ¶ó±â¿£ ³Ê¹«³ª ÆíÇùÇÑ ½Ã¼±,0,0,0,0
12,º» »ç¶÷¸¸ ÆòÁ¡¾µ¼öÀÖ°Ô ÇØÁÖ¼¼¿ä³Ê¹« °úÀåµÇ°Ô ÆòÁ¡ ½ÎÁö¸£´Â ÀÎ°£µéÀÌ ¸¹¾Æ¼­,1,0,0,1
1739,ÁøÂ¥ ³ëÀë Àý´ë º¸Áö¸¶¼¼¿ä,0,0,0,0
2385,Á¶Ä¿º¸´Ù ´õ ÇÑ ±¤±â,1,0,0,1
1183,ÀÌ·± ¾²·¹±â ¿µÈ­´Â ¹®ÀçÀÎÀ» À§ÇØ¼­ ¸¸µå´Â °ÍÀÎ°¡  ±èÁ¤ÀºÀ» À§ÇØ¼­ ¸¸µå´Â °ÍÀÎ°¡  ¿ì¸®³ª¶ó ¿µÈ­°è´Â ÁÂ»¡ÀÌ Á¡·ÉÇß³ªºÁ   ¾ÈÅ¸±õ´Ù,1,0,1,0
660,³Ê¹« °¨µ¿ÀûÀÌ³×¿ä    1Á¡µå¸³´Ï´Ù,0,0,0,0
787,ÆÇÅ¸Áö ¼Ò¼³ Àß ºÃ½À´Ï´Ù,0,0,0,0
824,¾Ó±â¸ð¶ì¾Ó±â¸ð¶ì¾Ó±â¸ð¶ì,0,0,0,0
1287,°¨µ¿µµ Àç¹Ìµµ¾ø´Â ¿µÈ­½Ã°£ÀÌ ¾Æ±î¿ò,0,0,0,0
1648,¸®¾ó¼¼´ë°¥µîÁ¶Àå¿µÈ­,0,0,0,0
722,µ·ÁÖ°í º¸±â ¾Æ±î¿î Æä¹Ì ¿µÈ­,1,1,0,0
2002,º¸°í³ª¸é ¹º°¡ ºÒÆíÇÑ ¿µÈ­,0,0,0,0
758,OO°°Àº¾Öµé³¢¸® OOÇÑÅ× ÆÈ·Á°í ¸¸µç OO¿µÈ­,0,0,0,0
1203,Àç¹Ì°¡¾ø´Ù,0,0,0,0
3500,¹ÏÁöµµ ¾Ê¾ÒÁö¸¸ Á¤Ä¡»ö ¾ø´Ù°í OOÇÏ´õ´Ï  ¿ª½Ã ÁÂ¹ÎÈ£,0,0,0,0
4279,¼ÖÁ÷È÷ Àç¹Ì ÀÖ´Ù..±Ùµ¥ Á¤Ä¡ Æ¯È÷ º¸¼ö¦U¿¡¼­ ¿µÈ­¸¦ ÀÌ¿ëÇØ ¸Ô±â ‹š¹®¿¡ 1Á¡ÁØ´Ù,0,0,0,0
4270,"¿¡°í. . ¾ïÁö Â¥¸ÂÃß±â,¾ïÁö °¨µ¿. . ±¹Á¤È«º¸¿µÈ­·Î µüÀÌ´Ù. ¿©Æ° ÇÑ±¹¿µÈ­´Â ¾Èº¸´Â°Ô ´äÀÌ¿©. °ªÀ» ±ïµçÁö.",0,0,0,0
1704,¸®¾ó ÀÌµý¿µÈ¸Á» ÀÛÀÛ ÇØ¶ó ÄôÄçÀÌµé Á×¿©¹ö¸± ¼öµµ ¾ø°í,1,1,0,0
3866,ÀÎÅ©·¹´õºíÀÌ¶û ¹Ì¼ÇÀÓÆÄ¼­ºí º¸°í½ÍÀºµ¥ °øÀÛÀÌ¶û ½Å°úÇÔ²² ¶§¹®¿¡ º¼¼ö°¡ ¾ø¾î¼­ ºÃ´Âµ¥  ÀÌ·¸°Ô °ÅºÏÇÒ¼ö°¡ ¾ø´Â ¿µÈ­ÀÓ ¿µÈ­ÀÇ Àç¹Ì¸¦ ¶°³ª¼­ Æ¯Á¤ Á¤Ä¡»öÀÌ³ª ÇÈ¼Ç°ú ½ÇÁ¦ »ç°Ç¿¡ ´ëÇÑ ±¸ºÐÀ» ¸ðÈ£ÇÏ°Ô ÇØ¼­ ¹º°¡ ¼±µ¿ÇÏ´Â ´À³¦  ¾Æ º¸°í½ÍÀº ¿µÈ­ Á» º¸°í½Í´Ù,0,0,0,0
4238,"±×·¸°Ô °í»ýÇØ¼­ ¸¸µé¾î³õÀº Áö¿Á, ´ëÇÑ¹Î±¹",1,0,1,0
289,Á¤½Å³ª°£ ¾²·¹±â ÆÐ¹Ì ¿µÈ­,1,1,0,0
3175,42³â»ý ±è¼øÀÚ ¸¸µé¾îÁÖ¼¼¿ä,0,0,0,0
3523,Áö·çÇÏ°í ¹»¸»ÇÏ´ÂÁö ¸ð¸£°ÚÀ½,0,0,0,0
